NO,SubNo,分類,スキルカテゴリ,サブカテゴリ,スキルレベル,チェック項目,BZ,DE,必須 スキル,変更内容,column_12,SubNo_2023,スキルレベル_2023,チェック項目_2023,AI活用 （削除予定）,AI活用 タイプ （削除予定）,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,version,sheet,source_url
290,12,AI活用,生成,大規模言語モデル,★★★,大規模言語モデル（LLM）において、利用者にとって好ましいと考えられる出力や安全性が確保された出力を生成できるようにするための学習手法を知っている（Reinfocement Learning from Human Feedback:RLHFやLIMAなど）,,,,,,1,★★★,大規模言語モデル（LLM）において、利用者にとって好ましいと考えられる出力や安全性が確保された出力を生成できるようにするための学習手法を知っている（Reinfocement Learning from Human Feedback:RLHFやLIMAなど）,◯,②作る-FT,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
291,13,AI活用,生成,大規模言語モデル,★★★,大規模言語モデル（LLM）に対し、効率的なFine Tuning（Parameter-Efficient Fine-Tuning:PEFT）を行うための手法を知っている（Prefix Tuning、Adapter、LoRAなど）,,,,,,2,★★★,大規模言語モデル（LLM）に対し、効率的なFine Tuning（Parameter-Efficient Fine-Tuning:PEFT）を行うための手法を知っている（Prefix Tuning、Adapter、LoRAなど）,◯,②作る-FT,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
292,14,AI活用,生成,大規模言語モデル,★★★,大規模言語モデル（LLM）の評価について検討すべき事項を理解し、指標や評価のためのデータセットを選定できる - 自然言語処理タスクとしての性能（GLUEやJGLUEなど） - 目的・専門領域での性能（司法や医療分野などの模擬試験） - 敵対的なプロンプトへの対応、レスポンス改善やファインチューニングを含めた開発・運用コスト など,,,,,,4,★★★,大規模言語モデル（LLM）の評価について検討すべき事項を理解し、指標や評価のためのデータセットを選定できる - 自然言語処理タスクとしての性能（GLUEやJGLUEなど） - 目的・専門領域での性能（司法や医療分野などの模擬試験） - 敵対的なプロンプトへの対応、レスポンス改善やファインチューニングを含めた開発・運用コスト など,◯,④作る-評価,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,15,AI活用,生成,大規模言語モデル,★★★,Context lengthの概念やそれが推論能力に与える影響、RLHFに伴う人間フィードバックの限界とreward hackingのリスクなど、LLMの構造的課題を理解し、適切な学習設計や制御戦略を構築できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
293,16,AI活用,生成,画像生成モデル,★★★,拡散モデルとそれ以前の画像認識・生成モデルについて、それぞれが得意とするタスクや処理性能、ドメインユースへのカスタマイズ可否などの観点から特徴を理解し、自社組織の課題に対して適切な手法の導入を推進できる,,,,,,13,★★★,拡散モデルとそれ以前の画像認識・生成モデルについて、それぞれが得意とするタスクや処理性能、ドメインユースへのカスタマイズ可否などの観点から特徴を理解し、自社組織の課題に対して適切な手法の導入を推進できる,◯,⑥技術的理解,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,17,AI活用,生成,画像生成モデル,★★★,拡散モデルやフローベースモデルの理論を理解し、目的に応じた画像生成を行える,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,18,AI活用,生成,画像生成モデル,★★★,生成過程を制御するための補助モデル（LoRA、ControlNet、Inpainting、Style Transferなど）の構造と役割を理解し、活用できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,19,AI活用,生成,画像生成モデル,★★★,拡散モデルにおける逐次サンプリングの計算負荷を軽減するために、高速化手法（DDIM、one-step生成など）の原理を理解し目的に応じて適切な高速化設計を実装できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
294,20,AI活用,生成,画像生成モデル,★★★,生成モデルにより出力された画像に対して、品質指標（FID、CLIP Score、Inception Scoreなど）とビジネス観点における合理性（設計図の生成に関する構造的妥当性や生成シーンにおける尤もらしさなど）の双方から評価を行うことができる,＊,,,,,12,★★★,生成モデルにより出力された画像に対して、品質指標（FID、CLIP Score、Inception Scoreなど）とビジネス観点における合理性（設計図の生成に関する構造的妥当性や生成シーンにおける尤もらしさなど）の双方から評価を行うことができる,◯,④作る-評価,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
295,21,AI活用,生成,オーディオ生成モデル,★★★,オーディオ生成モデルが大規模言語モデル（LLM）を利用する場合において、オーディオデータの系列長圧縮や離散化などのエンコーディング技術がどのような役割を果たすか説明できる（Neural Audio Codecによるオーディオデータのエンコーディングがトークナイズの役割を果たすなど）,,,,,,14,★★★,オーディオ生成モデルが大規模言語モデル（LLM）を利用する場合において、オーディオデータの系列長圧縮や離散化などのエンコーディング技術がどのような役割を果たすか説明できる（Neural Audio Codecによるオーディオデータのエンコーディングがトークナイズの役割を果たすなど）,◯,⑥技術的理解,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,22,AI活用,生成,オーディオ生成モデル,★★★,主要なオーディオ生成モデル（WaveNet、FastSpeech、Diffusion-TTSなど）の理論を理解し、目的に応じた音声を生成できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,23,AI活用,生成,オーディオ生成モデル,★★★,生成過程を制御するための補助モジュール（Prosody Encoder、Emotion Conditioning、Voice Conversionなど）の構造と役割を理解し、条件付けにより音声の韻律・感情・話者特性を制御した高精度な音声生成・編集を行える,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,24,AI活用,生成,オーディオ生成モデル,★★★,生成モデルの推論効率を改善するため、並列生成手法（FastSpeech、Non-Autoregressiveモデルなど）のデコーディング戦略や、モデルの量子化、蒸留などの軽量化手法を理解し、低遅延のリアルタイム生成やエッジデバイスへの実装設計を行える,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,25,AI活用,生成,オーディオ生成モデル,★★★,オーディオ生成技術の動向を評価し、ビジネス要件(品質、レイテンシ、コスト)に応じた生成モデルの選定戦略とシステムアーキテクチャを設計できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,26,AI活用,生成,オーディオ生成モデル,★★★,オーディオ生成プロジェクト全体の品質評価指標として、客観的品質指標（PESQ、MCDなど）と主観的評価指標（Mean Opinion Score: MOS）の双方を統合できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,27,AI活用,生成,動画生成モデル,★★★,動画生成の主要なアプローチ（2D/3D Convolutionベース、Transformerベース、拡散モデルの時空間拡張など）の構造と特性を理解し、目的に応じた適切なモデルを選択・導入できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,28,AI活用,生成,動画生成モデル,★★★,動画生成における時系列的な一貫性（Temporal Consistency）の重要性を理解し、その向上に寄与する技術（Attention機構の適用、フレーム間予測の工夫）の原理を説明できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,29,AI活用,生成,動画生成モデル,★★★,条件付け、ファインチューニング、各種編集タスクに必要な補助モジュール（ControlNet拡張、LoRA、DreamBooth、インペインティング等）の構造と役割を理解し、時空間的な一貫性を保ちながら、動画生成および編集のプロセスを高精度に制御・カスタマイズできる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
